season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2024-2025,2025-02-01,Durham Palatinates,3,25 25 25 - -,Cambridge ARU,0,6 0 0 - -,superleague,women,Graham Sports Centre,Stivan Kolev,Diane Hollows
2024-2025,2025-02-02,Durham Palatinates,2,25 23 25 13 5,Malory Eagles UEL,3,13 25 22 25 15,superleague,women,Graham Sports Centre,Diane Hollows,Simon Cowie
2024-2025,2025-02-02,Newcastle Knights,3,30 17 25 25 -,Richmond Docklands,1,28 25 18 18 -,superleague,men,Newcastle University Sports Centre,David Topacho,Evelyn Lee
2024-2025,2025-02-02,Durham Palatinates,0,14 17 25 - -,Malory Eagles UEL,3,25 25 27 - -,superleague,men,Graham Sports Centre,Simon Cowie,Diane Hollows
2024-2025,2025-02-02,IBB Polonia London,0,22 23 15 - -,London Giants,3,25 25 25 - -,superleague,men,Northolt High school,Anna Justkowska,
2024-2025,2025-02-02,Bristol 2,3,25 25 25 - -,Plymouth,0,9 17 13 - -,division_3,women,Cams Hill School,Alin-vasile Dinica,Eleni Blana
2024-2025,2025-02-02,Oxford Bulls,3,21 26 25 25 15,Reading Aces,2,25 28 20 22 13,division_3,men,Europa School,Timothy Hebborn,Francesca Bentley
2024-2025,2025-02-02,Reading Aces,1,19 25 13 18 -,Weymouth,3,25 23 25 25 -,division_3,men,Europa School,Francesca Bentley,Timothy Hebborn
2024-2025,2025-02-02,Oxford Bulls,3,25 25 22 25 -,Weymouth,1,23 21 25 19 -,division_3,men,Europa School,Timothy Hebborn,Francesca Bentley
2024-2025,2025-02-02,DARKSTAR Derbyshire 2,3,25 26 25 - -,Wombourne 2,0,20 24 21 - -,division_3,men,Harvey Hadden Sports Complex,Konstantin Voronin,James Cole
2024-2025,2025-02-02,DARKSTAR Derbyshire 2,0,17 21 18 - -,GNG Bedford,3,25 25 25 - -,division_3,men,Harvey Hadden Sports Complex,Konstantin Voronin,James Cole
2024-2025,2025-02-02,Spelthorne Lions,3,25 19 20 25 15,Wiltshire Mavericks,2,22 25 25 20 7,division_2,men,St. James School,Alma Rampichini,Pedro Fernandes
2024-2025,2025-02-02,Sheffield,3,19 25 25 25 -,The Miners Doncaster,1,25 20 22 23 -,division_2,women,Campsmount Academy,Andy Baron,Lieselotte  Harrison
2024-2025,2025-02-02,Everton Narwhals,3,14 25 25 25 -,Tamworth Spartans,1,25 4 19 7 -,division_2,women,Litherland High School,Sarah Hanrahan,Paul Fagan
2024-2025,2025-02-02,Dartford Chargers,3,25 25 25 - -,Herts,0,0 0 0 - -,division_2,women,Dartford Technology College,Sam Yip,Ebony Faraday
2024-2025,2025-02-02,Newmarket,3,27 25 26 - -,Rhinos Volleyball Cambridge,0,25 18 24 - -,division_2,men,Newmarket Leisure Centre,Stephen Watts,Pete Saunders
2024-2025,2025-02-02,Loughborough Students,3,25 27 25 20 15,MK City,2,15 29 16 25 13,division_2,men,Parkin Sports Centre,Chris Tsui,Ben Hill
2024-2025,2025-02-02,Newcastle Knights,3,25 25 25 - -,Southampton,0,0 0 0 - -,division_1,women,Newcastle University Sports Centre,David Topacho,Evelyn Lee
2024-2025,2025-02-02,Everton Belugas,2,20 25 25 13 14,Leicester Athena Phoenix,3,25 17 20 25 16,division_1,women,Litherland High School,Paul Fagan,Sarah Hanrahan
2024-2025,2025-02-02,Black Country,3,25 25 26 25 -,Tamworth Spartans,1,20 13 28 17 -,division_1,men,Cleobury Mortimer Sports Centre,Rita Grimes,Marcus Au Yeung
2024-2025,2025-02-02,Norwich Spikers,2,22 25 16 25 10,Northampton,3,25 22 25 14 15,division_2,women,UEA Norwich Sportspark,Richard Garnett,Eden Minnis
2024-2025,2025-02-02,Wombourne 2,0,11 13 13 - -,GNG Bedford,3,25 25 25 - -,division_3,men,Harvey Hadden Sports Complex,James Cole,Konstantin Voronin
2024-2025,2025-02-02,Manchester Marvels Marauders,0,21 22 25 - -,Everton Dugongs,3,25 25 27 - -,division_3,men,Dean Trust Ardwick,Rhys Kai Sweeney,Alexia Borcoman
2024-2025,2025-02-02,Portsmouth,3,25 25 25 - -,Plymouth,0,11 18 20 - -,division_3,women,Cams Hill School,Alin-vasile Dinica,Eleni Blana
2024-2025,2025-02-02,Portsmouth,2,17 25 11 25 14,Bristol 2,3,25 19 25 22 16,division_3,women,Cams Hill School,Eleni Blana,Alin-vasile Dinica
2024-2025,2025-02-08,Team SideOut Polonia (London),3,25 25 25 - -,University of Nottingham Volleyball,0,14 18 21 - -,superleague,women,Moberly Sports Centre,Ryszard Dabrowski,Patrick Koroma
2024-2025,2025-02-08,IBB Polonia London,2,20 25 26 25 13,University of Nottingham,3,25 22 28 19 15,superleague,men,Northolt High school,Richard Burbedge,Francesca Hossain
2024-2025,2025-02-08,Black Country 2,0,18 16 18 - -,Wombourne,3,25 25 25 - -,division_3,men,Redhill School Sports Hall,Bryan Machin,James Cole
2024-2025,2025-02-08,Black Country 2,1,12 25 17 21 -,GNG Bedford,3,25 22 25 25 -,division_3,men,Redhill School Sports Hall,Bryan Machin,James Cole
2024-2025,2025-02-08,Bedminster,1,14 25 21 23 -,Bristol,3,25 22 25 25 -,division_2,women,Oasis Academy Brislington,Neil Bentley,Jayne Jones
2024-2025,2025-02-08,Leicester Athena Phoenix,3,25 25 22 25 -,London Inter Crocs,1,17 19 25 22 -,division_1,women,New College Leicester,John Boughton,Aliaksandr Siarheyeu
2024-2025,2025-02-08,Lincoln Cannons,0,16 24 24 - -,Black Country,3,25 26 26 - -,division_1,men,Riseholme College (Showground Campus),Pete Whyard,Chris Tsui
2024-2025,2025-02-08,Newcastle Staffs,0,18 19 19 - -,Leeds Gorse,3,25 25 25 - -,division_1,men,Sir Stanley Matthews Sports Centre,Lenny Barry,Roberto Rigante
2024-2025,2025-02-08,London Aces,1,25 20 18 22 -,Hull Thunder,3,15 25 25 25 -,division_1,men,Lambeth Academy,Peter Parsons,Huaxi Liu
2024-2025,2025-02-08,Richmond,3,25 25 25 - -,Essex Trinity,0,7 14 23 - -,division_1,women,Kingston College Arena,Brendan Fogarty,Menaf Al Nasir
2024-2025,2025-02-08,Richmond 2,3,25 25 25 - -,MK City,0,23 8 14 - -,division_2,women,Kingston College Arena,Ian Cheesbrough,Tomasz Gierlach
2024-2025,2025-02-08,Newcastle Staffs 2,0,19 19 15 - -,Leeds Gorse 2,3,25 25 25 - -,division_2,men,Sir Stanley Matthews Sports Centre,Roberto Rigante,Lenny Barry
2024-2025,2025-02-08,Newcastle Staffs,0,17 17 18 - -,Manchester Marvels Mayhem,3,25 25 25 - -,division_2,women,Sir Stanley Matthews Sports Centre,Roberto Rigante,Lenny Barry
2024-2025,2025-02-08,Wombourne,0,20 19 22 - -,GNG Bedford,3,25 25 25 - -,division_3,men,Redhill School Sports Hall,James Cole,Bryan Machin
2024-2025,2025-02-08,Stockport,2,24 25 19 25 13,Durham Palatinates,3,26 19 25 23 15,superleague,men,Life Leisure Brinnington Park,Bryan Youlden,Ruth Bridge
2024-2025,2025-02-08,Malory Eagles UEL,1,18 28 26 21 -,London Giants,3,25 26 28 25 -,superleague,men,Ernest Bevin College,Anna Justkowska,Giordano Marchi
2024-2025,2025-02-08,Malory Eagles UEL,3,26 25 25 - -,Leeds Gorse,0,24 17 20 - -,superleague,women,Ernest Bevin College,Giordano Marchi,Anna Justkowska
2024-2025,2025-02-08,Wessex,0,13 16 23 - -,Essex Rebels,3,25 25 25 - -,superleague,women,Parkstone Grammar School,Sam Yip,Alistair Mitchell
2024-2025,2025-02-08,Durham Palatinates,3,26 25 25 - -,DARKSTAR Derbyshire,0,24 20 14 - -,superleague,women,Graham Sports Centre,Simon Cowie,David Topacho
2024-2025,2025-02-09,Durham Palatinates,3,26 25 25 - -,Stockport,0,24 18 20 - -,superleague,men,Graham Sports Centre,David Topacho,Allan Shigaev
2024-2025,2025-02-09,London Giants,3,25 25 25 - -,University of Nottingham,0,23 16 20 - -,superleague,men,Clapham Leisure Centre,Brendan Fogarty,Giordano Marchi
2024-2025,2025-02-09,Bedminster,1,18 14 25 21 -,Weymouth,3,25 25 19 25 -,division_3,men,Avanti Gardens School,Timothy Hebborn,Jacky Pang
2024-2025,2025-02-09,Bristol 2,1,26 14 23 21 -,Weymouth,3,24 25 25 25 -,division_3,men,Avanti Gardens School,Jacky Pang,Timothy Hebborn
2024-2025,2025-02-09,Richmond 3,0,17 17 16 - -,Tendring,3,25 25 25 - -,division_3,women,Kingston College Arena,Sam Yip,Mark Trelfa
2024-2025,2025-02-09,Sussex Dolphins,3,25 27 26 - -,Tendring,0,23 25 24 - -,division_3,women,Kingston College Arena,Mark Trelfa,Sam Yip
2024-2025,2025-02-09,Richmond 3,0,12 18 11 - -,Sussex Dolphins,3,25 25 25 - -,division_3,women,Kingston College Arena,Sam Yip,Mark Trelfa
2024-2025,2025-02-09,Chester Amazons,3,25 18 25 25 -,Newcastle Staffs 2,1,19 25 22 22 -,division_3,women,Madeley High School,,Boriss Bovkuns
2024-2025,2025-02-09,Manchester Liberators,3,25 25 25 - -,Newcastle Staffs 2,0,14 11 21 - -,division_3,women,Madeley High School,Boriss Bovkuns,
2024-2025,2025-02-09,Black Country,3,29 25 25 22 15,Oxford Eagles,2,31 19 19 25 11,division_2,women,Redhill School Sports Hall,Chris Tsui,Bryan Machin
2024-2025,2025-02-09,Cardiff Panthers,3,25 27 18 22 15,Spelthorne Lions,2,20 25 25 25 13,division_2,men,Fitzalan Highschool,Jayne Jones,Janet Leach
2024-2025,2025-02-09,Everton Narwhals,3,25 23 25 25 -,Urmston Grammar Volleyball,1,9 25 18 17 -,division_2,women,Litherland High School,Paul Fagan,Valeria-Romero Soriano
2024-2025,2025-02-09,Tamworth Spartans,3,18 25 23 25 15,The Miners Doncaster,2,25 15 25 22 12,division_2,women,Wilnecote Leisure Centre,Sebastian Struski,Pete Whyard
2024-2025,2025-02-09,Herts,2,25 22 25 13 6,Richmond 2,3,19 25 23 25 15,division_2,women,Queens School,Peter Parsons,Krzysztof  Dabrowski
2024-2025,2025-02-09,Essex Trinity,2,25 23 25 24 13,Southampton,3,10 25 23 26 15,division_1,women,St John Payne School,,Maya Stancheva
2024-2025,2025-02-09,Everton Belugas,1,25 20 18 17 -,Newcastle Knights,3,18 25 25 25 -,division_1,women,Litherland High School,Paul Fagan,Zining Tan
2024-2025,2025-02-09,Tamworth Spartans,1,17 25 23 21 -,Bristol,3,25 19 25 25 -,division_1,men,Wilnecote Leisure Centre,John Boughton,
2024-2025,2025-02-09,Lincoln Cannons,0,16 21 23 - -,Leeds Gorse,3,25 25 25 - -,division_1,men,Riseholme College (Showground Campus),,Roberto Rigante
2024-2025,2025-02-09,London Inter Crocs,3,25 22 21 25 15,Coventry & Warwick Riga,2,13 25 25 21 12,division_1,women,Haverstock School,Anna Justkowska,Gabriel Dan
2024-2025,2025-02-09,Leeds Gorse 2,3,25 23 25 18 16,DARKSTAR Derbyshire,2,19 25 19 25 14,division_2,men,The Stephen Longfellow Academy,Stivan Kolev,Lusyne Oracz
2024-2025,2025-02-09,Manchester Marvels,3,25 25 17 25 -,Kings of Court,1,21 15 25 21 -,division_2,men,Dean Trust Ardwick,Abdul Salam Safadi,Toby Reeves Hall
2024-2025,2025-02-09,Cardiff Falcons,0,9 17 11 - -,Bedminster,3,25 25 25 - -,division_2,women,Fitzalan Highschool,Jayne Jones,Janet Leach
2024-2025,2025-02-09,Manchester Liberators,3,21 25 22 25 15,Chester Amazons,2,25 11 25 12 10,division_3,women,Madeley High School,Boriss Bovkuns,
2024-2025,2025-02-09,Bristol 2,2,16 25 25 25 13,Bedminster,3,25 27 23 21 15,division_3,men,Avanti Gardens School,Jacky Pang,Timothy Hebborn
2024-2025,2025-02-09,IBB Polonia London,2,30 17 23 25 15,Essex Rebels,3,28 25 25 22 17,superleague,men,Northolt High school,Ian Cheesbrough,Ryszard Dabrowski
2024-2025,2025-02-09,Wessex,0,18 15 21 - -,Leeds Gorse,3,25 25 25 - -,superleague,women,Parkstone Grammar School,Alin-vasile Dinica,Carla-eliza Dinica
2024-2025,2025-02-09,Team SideOut Polonia (London),3,25 25 25 - -,Lionhearts Vinarius,0,15 15 15 - -,superleague,women,Moberly Sports Centre,Herman Prada,Francesca Hossain
2024-2025,2025-02-13,Newcastle Knights,3,26 25 25 - -,Durham Palatinates,0,24 19 15 - -,superleague,men,Newcastle University Sports Centre,David Topacho,
2024-2025,2025-02-15,Cambridge ARU,2,25 20 25 13 13,DARKSTAR Derbyshire,3,16 25 11 25 15,superleague,women,Stephen Perse Foundation,Glynn Archibald,Herman Prada
2024-2025,2025-02-15,Black Country 2,0,16 12 17 - -,Wombourne,3,25 25 25 - -,division_3,women,Redhill School Sports Hall,James Cole,Chris Tsui
2024-2025,2025-02-15,Black Country 2,1,25 18 22 20 -,Leicester Athena Nova,3,22 25 25 25 -,division_3,women,Redhill School Sports Hall,Andy Edwards,James Cole
2024-2025,2025-02-15,Harrogate,1,19 24 26 18 -,Leeds Gorse 2,3,25 26 24 25 -,division_2,men,Rossett Sports Centre,Diane Hollows,
2024-2025,2025-02-15,Norwich Spikers,0,21 21 17 - -,Onyx London,3,25 25 25 - -,division_2,women,UEA Norwich Sportspark,Richard Garnett,
2024-2025,2025-02-15,Newcastle Staffs,3,25 25 25 - -,Black Country,0,17 23 20 - -,division_1,men,Sir Stanley Matthews Sports Centre,Phil Cobb,Bee Yusuf
2024-2025,2025-02-15,Stockport,1,25 12 18 16 -,London Giants,3,12 25 25 25 -,division_1,women,Life Leisure Brinnington Park,Lenny Barry,Ruth Bridge
2024-2025,2025-02-15,Wiltshire Mavericks,2,25 25 21 18 13,Hounslow,3,20 16 25 25 15,division_2,men,Lavington School,Su Brennand,Janet Leach
2024-2025,2025-02-15,Wombourne,3,25 25 25 - -,Leicester Athena Nova,0,19 10 19 - -,division_3,women,Redhill School Sports Hall,Chris Tsui,Andy Edwards
2024-2025,2025-02-15,Sussex Dolphins,3,25 25 25 25 -,Essex Ravens,1,27 18 9 20 -,division_3,women,The Triangle,Ludwik Kowalewski,Sam Yip
2024-2025,2025-02-15,Richmond 3,1,20 25 10 20 -,Essex Ravens,3,25 19 25 25 -,division_3,women,The Triangle,Sam Yip,Ludwik Kowalewski
2024-2025,2025-02-15,Sussex Dolphins,3,23 25 19 25 15,Richmond 3,2,25 7 25 22 6,division_3,women,The Triangle,Ludwik Kowalewski,Sam Yip
2024-2025,2025-02-16,Bristol 2,3,25 25 25 - -,Plymouth UTV (Unity Through Volleyball),0,13 10 15 - -,division_3,women,Avanti Gardens School,Ignacio Diez,Timothy Hebborn
2024-2025,2025-02-16,Dartford Warriors,1,23 21 25 15 -,Tendring,3,25 25 18 25 -,division_3,women,Maidstone Grammar School for Girls,Tomasz Gierlach,Sam Yip
2024-2025,2025-02-16,Invicta,1,11 25 14 16 -,Tendring,3,25 14 25 25 -,division_3,women,Maidstone Grammar School for Girls,Sam Yip,Tomasz Gierlach
2024-2025,2025-02-16,London Inter Crocs,3,25 25 25 - -,Southampton,0,18 14 22 - -,division_1,women,Haverstock School,Anna Justkowska,Huaxi Liu
2024-2025,2025-02-16,Tamworth Spartans,3,25 25 18 25 -,Newcastle Staffs,1,20 18 25 19 -,division_1,men,Rawlett Community Sports College,Bryan Machin,James Cole
2024-2025,2025-02-16,Wigan Seahawks,3,20 25 25 25 -,Kings of Court,1,25 17 20 16 -,division_2,men,St Edmund Arrowsmith Catholic High School,Martin Mierzwa,Rhys Kai Sweeney
2024-2025,2025-02-16,Invicta,3,23 25 21 25 15,Dartford Warriors,2,25 20 25 17 7,division_3,women,Maidstone Grammar School for Girls,Sam Yip,Tomasz Gierlach
2024-2025,2025-02-16,Wessex,0,16 19 8 - -,Lionhearts Vinarius,3,25 25 25 - -,superleague,women,Parkstone Grammar School,Ludwik Kowalewski,Neil Bentley
2024-2025,2025-02-22,Durham Palatinates,0,15 13 20 - -,Essex Rebels,3,25 25 25 - -,superleague,women,Graham Sports Centre,David Topacho,Joshua Tang
2024-2025,2025-02-22,Cambridge ARU,0,14 23 17 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,women,Stephen Perse Foundation,Ryszard Dabrowski,Aliaksandr Siarheyeu
2024-2025,2025-02-22,University of Nottingham Volleyball,3,25 25 25 - -,Wessex,0,13 20 16 - -,superleague,women,David Ross Sports Village,Roberto Rigante,Anna Justkowska
2024-2025,2025-02-22,IBB Polonia London,3,28 19 25 25 -,Stockport,1,26 25 19 22 -,superleague,men,Northolt High school,Brendan Fogarty,Domitilla Di Stefano
2024-2025,2025-02-22,City of Bristol,3,25 26 25 - -,Nuneaton Inferno,0,17 24 17 - -,division_3,men,Redlands Community Sports Hub,Justin Hunt,Richard Parkes
2024-2025,2025-02-22,Essex Ravens,3,25 25 25 - -,Spelthorne Sharks,0,14 19 19 - -,division_3,women,St John Payne School,Klaudia French,Holly  Bentley
2024-2025,2025-02-22,Spelthorne Sharks,0,22 7 20 - -,Sussex Dolphins,3,25 25 25 - -,division_3,women,St John Payne School,Klaudia French,Holly  Bentley
2024-2025,2025-02-22,Essex Ravens,0,22 12 23 - -,Sussex Dolphins,3,25 25 25 - -,division_3,women,St John Payne School,Klaudia French,Holly  Bentley
2024-2025,2025-02-22,Urbond VC Portsmouth,2,21 25 16 25 9,Worthing,3,25 21 25 21 15,division_3,men,Priory Community Sports Centre,Alin-vasile Dinica,Eleni Blana
2024-2025,2025-02-22,Dartford Crossers,3,25 24 25 25 -,London Wildcats,1,22 26 18 20 -,division_3,men,Tendring Technology College,Claudiu Florea,Rob Sharman
2024-2025,2025-02-22,Leeds Gorse 3,2,25 22 25 20 12,Manchester Liberators,3,21 25 16 25 15,division_3,women,The Ruth Gorse Academy,Fin Dulson,Aaron Chow
2024-2025,2025-02-22,Sheffield 2,3,25 25 25 - -,Urmston Grammar,0,0 0 0 - -,division_3,men,All Saints Sports Centre,Aileen Barry,Erfan Jamali
2024-2025,2025-02-22,Liverpool,3,25 25 25 - -,Manchester Marvels Marauders,0,19 21 16 - -,division_3,men,Holly Lodge Girl's College,Lenny Barry,Zining Tan
2024-2025,2025-02-22,Manchester Marvels Marauders,3,25 25 25 - -,York Vikings,0,17 19 15 - -,division_3,men,Holly Lodge Girl's College,Zining Tan,Lenny Barry
2024-2025,2025-02-22,Liverpool,3,27 25 25 - -,York Vikings,0,25 14 21 - -,division_3,men,Holly Lodge Girl's College,Lenny Barry,Zining Tan
2024-2025,2025-02-22,DARKSTAR Derbyshire 2,0,16 19 20 - -,Wombourne,3,25 25 25 - -,division_3,men,Limehurst Academy,Amy Dimmock,Chris Tsui
2024-2025,2025-02-22,Leicester,3,24 25 25 22 15,Wombourne,2,26 21 13 25 12,division_3,men,Limehurst Academy,Chris Tsui,Amy Dimmock
2024-2025,2025-02-22,Black Country,3,20 25 25 25 -,Team South Wales,1,25 21 17 20 -,division_2,women,Redhill School Sports Hall,James Cole,Elia Gironacci
2024-2025,2025-02-22,Leeds Gorse 2,3,25 25 25 - -,Wigan Seahawks,0,19 20 23 - -,division_2,men,Ruth Gorse Academy,Aaron Chow,Ayris Saner
2024-2025,2025-02-22,Norwich Spikers,1,20 20 25 19 -,Rhinos Volleyball Cambridge,3,25 25 22 25 -,division_2,men,UEA Norwich Sportspark,Richard Garnett,Eden Minnis
2024-2025,2025-02-22,Black Country,2,25 23 25 20 15,Exeter Storm,3,18 25 22 25 17,division_1,men,Redhill School Sports Hall,Elia Gironacci,James Cole
2024-2025,2025-02-22,Bristol,3,25 25 25 - -,Tamworth Spartans,0,20 23 19 - -,division_1,men,Avanti Gardens School,Francesca Bentley,Ignacio Diez
2024-2025,2025-02-22,Hull Thunder,1,10 15 25 22 -,London Aces,3,25 25 22 25 -,division_1,men,Steve Prescott Sport Centre,Diane Hollows,
2024-2025,2025-02-22,Cambridge ARU,0,16 22 22 - -,Leeds Gorse,3,25 25 25 - -,division_1,men,Stephen Perse Foundation,Aliaksandr Siarheyeu,Ryszard Dabrowski
2024-2025,2025-02-22,Newcastle Staffs,3,25 20 25 25 -,Lincoln Cannons,1,22 25 19 11 -,division_1,men,Sir Stanley Matthews Sports Centre,Abdul Salam Safadi,Bryan Machin
2024-2025,2025-02-22,MK City,2,20 25 21 25 10,Cambridge,3,25 18 25 22 15,division_2,men,Glebe Farm School,Peter Parsons,Mark Trelfa
2024-2025,2025-02-22,Harrogate,0,20 25 17 - -,DARKSTAR Derbyshire,3,25 27 25 - -,division_2,men,Rossett Sports Centre,Simon Cowie,David Lamb
2024-2025,2025-02-22,Sheffield,3,25 25 25 - -,Kings of Court,0,0 0 0 - -,division_2,men,All Saints Sports Centre,Diane Hollows,Aileen Barry
2024-2025,2025-02-22,The Miners Doncaster,2,25 16 14 25 13,Manchester Marvels Mayhem,3,20 25 25 21 15,division_2,women,Campsmount Academy,Hamza Shokat,Robert Kowalski
2024-2025,2025-02-22,Newcastle Staffs,0,23 16 7 - -,Loughborough Students,3,25 25 25 - -,division_2,women,Sir Stanley Matthews Sports Centre,Bryan Machin,Abdul Salam Safadi
2024-2025,2025-02-22,Richmond Bucks,3,24 25 25 25 -,Hounslow,1,26 14 20 13 -,division_2,men,Kingston College Arena,Ian Cheesbrough,Andres Hernandez
2024-2025,2025-02-22,Wessex,3,21 25 23 25 15,Southampton,2,25 19 25 21 13,division_2,men,Parkstone Grammar School,Nick Heckford,Jacky Pang
2024-2025,2025-02-22,Wiltshire Mavericks,2,25 25 20 17 12,Cardiff Panthers,3,23 23 25 25 15,division_2,men,Lavington School,Martin Shakespeare,Su Brennand
2024-2025,2025-02-22,Leicester,3,24 25 25 25 -,DARKSTAR Derbyshire 2,1,26 19 12 19 -,division_3,men,Limehurst Academy,Chris Tsui,Amy Dimmock
2024-2025,2025-02-22,Sheffield Springers,3,25 25 13 25 -,Intervolley Manchester,1,21 12 25 18 -,division_3,men,All Saints Sports Centre,Stivan Kolev,Clark Antcliff
2024-2025,2025-02-22,Sheffield 2,0,11 12 10 - -,Everton Dugongs,3,25 25 25 - -,division_3,men,All Saints Sports Centre,,Erfan Jamali
2024-2025,2025-02-22,Manchester Moss Side,3,25 22 25 25 -,Intervolley Manchester,1,20 25 19 23 -,division_3,men,All Saints Sports Centre,Clark Antcliff,Stivan Kolev
2024-2025,2025-02-22,Urmston Grammar,0,0 0 0 - -,Everton Dugongs,3,25 25 25 - -,division_3,men,All Saints Sports Centre,Erfan Jamali,Aileen Barry
2024-2025,2025-02-22,Sheffield Springers,3,25 25 25 - -,Manchester Moss Side,0,19 16 23 - -,division_3,men,All Saints Sports Centre,Stivan Kolev,Clark Antcliff
2024-2025,2025-02-22,Urbond VC Portsmouth,1,21 25 18 20 -,Onyx London,3,25 22 25 25 -,division_3,men,Priory Community Sports Centre,Carla-eliza Dinica,Eleni Blana
2024-2025,2025-02-22,Tendring,3,29 25 25 - -,London Wildcats,0,27 18 20 - -,division_3,men,Tendring Technology College,Rob Sharman,Claudiu Florea
2024-2025,2025-02-22,Worthing,1,21 25 22 23 -,Onyx London,3,25 23 25 25 -,division_3,men,Priory Community Sports Centre,Eleni Blana,Alin-vasile Dinica
2024-2025,2025-02-22,Tendring,1,27 19 19 19 -,Dartford Crossers,3,25 25 25 25 -,division_3,men,Tendring Technology College,Rob Sharman,Claudiu Florea
2024-2025,2025-02-22,Weymouth,3,25 25 25 - -,Nuneaton Inferno,0,17 17 20 - -,division_3,men,Redlands Community Sports Hub,Richard Parkes,Justin Hunt
2024-2025,2025-02-22,Southampton 2,0,19 23 16 - -,Bedminster,3,25 25 25 - -,division_3,men,Itchen College Sports Centre,Ludwik Kowalewski,Tomasz Gierlach
2024-2025,2025-02-22,Reading Aces,3,25 28 25 - -,Bedminster,0,18 26 18 - -,division_3,men,Itchen College Sports Centre,Tomasz Gierlach,Ludwik Kowalewski
2024-2025,2025-02-22,Southampton 2,0,18 16 20 - -,Reading Aces,3,25 25 25 - -,division_3,men,Itchen College Sports Centre,Ludwik Kowalewski,Tomasz Gierlach
